platform,status,area,key,english,indonesian,files
"web","keyed","web:components","settings.quick_replies","Quick Replies","","components/Shell.tsx"
"web","keyed","web:components","components.removeLabel","Remove label","Hapus label","lib/automationMeta.ts"
"web","keyed","web:components","components.replyToMessengerConversationsFrom","Reply to Messenger conversations from your Facebook Pages directly inside the shared inbox.","Balas percakapan Messenger dari Facebook Page Anda langsung di kotak masuk bersama.","components/ChannelIcon.tsx"
"web","keyed","web:components","settings.roles","Roles & Permissions","Peran & Izin","components/Shell.tsx"
"web","keyed","web:components","components.routeTheConversationToA","Route the conversation to a campaign","Arahkan percakapan ke sebuah kampanye","lib/automationMeta.ts"
"web","keyed","web:components","components.routeTheConversationToA2","Route the conversation to a specific agent","Arahkan percakapan ke agen tertentu","lib/automationMeta.ts"
"web","keyed","web:components","components.sa","Sa","Sb","components/DateRangeFilter.tsx"
"web","keyed","web:components","components.saveAValueToA","Save a value to a contact field","Simpan nilai ke field kontak","lib/automationMeta.ts"
"web","keyed","web:components","components.sendAPublishedFormFor","Send a published form for the contact to fill","Kirim form terpublikasi untuk diisi kontak","lib/automationMeta.ts"
"web","keyed","web:components","components.sendATextMessageTo","Send a text message to the contact","Kirim pesan teks ke kontak","lib/automationMeta.ts"
"web","keyed","web:components","components.sendAnApprovedWhatsappTemplate","Send an approved WhatsApp template","Kirim template WhatsApp yang disetujui","lib/automationMeta.ts"
"web","keyed","web:components","components.sendAnHttpRequestMethod","Send an HTTP request (method, headers, body) with {placeholders}","Kirim permintaan HTTP (method, header, body) dengan {placeholders}","lib/automationMeta.ts"
"web","keyed","web:components","components.sendAndReceiveSmsThrough","Send and receive SMS through a connected telephony provider.","Kirim dan terima SMS melalui penyedia telepon yang terhubung.","components/ChannelIcon.tsx"
"web","keyed","web:components","components.sep","Sep","Sep","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx;lib/utils.ts"
"web","keyed","web:components","components.service","Service","Layanan","lib/segments.ts"
"web","keyed","web:components","components.serviceNeeded","Service needed","Layanan yang dibutuhkan","lib/segments.ts"
"web","keyed","web:components","components.setTheLeadTemperatureHot","Set the lead temperature (hot / warm / cold)","Atur suhu prospek (panas / hangat / dingin)","lib/automationMeta.ts"
"web","keyed","web:components","nav.settings","Settings","Pengaturan","app/(app)/settings/roles/page.tsx;components/CommandPalette.tsx;components/Shell.tsx"
"web","keyed","web:components","auth.simpulx","Simpulx","Simpulx","app/(app)/settings/templates/library.ts;components/Shell.tsx"
"web","keyed","web:components","components.su","Su","Mg","components/DateRangeFilter.tsx"
"web","keyed","web:components","settings.audit","System Logs","Log Sistem","app/(app)/settings/audit/page.tsx;components/Shell.tsx"
"web","keyed","web:components","components.telegram","Telegram","Telegram","components/ChannelIcon.tsx"
"web","keyed","web:components","components.tenor","Tenor","Tenor","lib/segments.ts"
"web","keyed","web:components","components.testingChannel","Testing channel","Saluran pengujian","components/ChannelIcon.tsx"
"web","keyed","web:components","components.th","Th","Km","components/DateRangeFilter.tsx"
"web","keyed","web:components","components.timeframe","Timeframe","Rentang waktu","lib/segments.ts"
"web","keyed","web:components","common.today","Today","Hari ini","components/DateRangeFilter.tsx"
"web","keyed","web:components","components.travelers","Travelers","Jumlah pelancong","lib/segments.ts"
"web","keyed","web:components","components.tu","Tu","Sl","components/DateRangeFilter.tsx"
"web","keyed","web:components","dashboard.unassigned","Unassigned","Belum ditugaskan","app/(app)/contacts/page.tsx;app/(app)/contacts/[id]/page.tsx;app/(app)/dashboard/DashboardView.tsx;app/(app)/inbox/components/ConversationList.tsx;components/inbox/ChatSidebar.tsx"
"web","keyed","web:components","broadcasts.unknown","Unknown","Tidak diketahui","app/(app)/inbox/components/DetailsPanel.tsx;components/inbox/DetailsPanel.tsx"
"web","keyed","web:components","settings.user_management","User Management","","components/Shell.tsx"
"web","keyed","web:components","components.viber","Viber","Viber","components/ChannelIcon.tsx"
"web","keyed","web:components","components.we","We","Rb","components/DateRangeFilter.tsx"
"web","keyed","web:components","settings.tab_web_api","Web API","Web API","components/Shell.tsx"
"web","keyed","web:components","settings.web_api","Web API Sources","","components/Shell.tsx"
"web","keyed","web:components","components.webhookNotification","Webhook notification","Notifikasi webhook","lib/automationMeta.ts"
"web","keyed","web:components","components.webhookReceived","Webhook received","Webhook diterima","lib/automationMeta.ts"
"web","keyed","web:components","components.whatsappBusinessApi","WhatsApp Business API","WhatsApp Business API","components/ChannelIcon.tsx"
"web","keyed","web:components","settings.forms","WhatsApp Forms","WhatsApp Forms","components/Shell.tsx"
"web","keyed","web:components","components.whenAContactArrivesFrom","When a contact arrives from a click-to-WhatsApp ad","Saat kontak datang dari iklan click-to-WhatsApp","lib/automationMeta.ts"
"web","keyed","web:components","components.whenAContactFieldIs","When a contact field is updated","Saat field kontak diperbarui","lib/automationMeta.ts"
"web","keyed","web:components","components.whenAContactStartsA","When a contact starts a new conversation","Saat kontak memulai percakapan baru","lib/automationMeta.ts"
"web","keyed","web:components","components.whenAContactTapsA","When a contact taps a template / quick-reply button (by callback id)","Saat kontak menekan tombol template / balasan cepat (berdasarkan callback id)","lib/automationMeta.ts"
"web","keyed","web:components","components.whenAConversationHasNo","When a conversation has no reply for N minutes","Saat percakapan tidak dibalas selama N menit","lib/automationMeta.ts"
"web","keyed","web:components","components.whenALabelIsAdded","When a label is added to a contact","Saat label ditambahkan ke kontak","lib/automationMeta.ts"
"web","keyed","web:components","components.whenATagIsAdded","When a tag is added","Saat tag ditambahkan","lib/automationMeta.ts"
"web","keyed","web:components","components.whenATagIsRemoved","When a tag is removed","Saat tag dihapus","lib/automationMeta.ts"
"web","keyed","web:components","components.whenAnInboundMessageContains","When an inbound message contains a keyword","Saat pesan masuk mengandung kata kunci","lib/automationMeta.ts"
"web","keyed","web:components","common.yes","Yes","Ya","components/inbox/DetailsPanel.tsx"
"web","keyed","web:components","components.yesterday","Yesterday","Kemarin","components/DateRangeFilter.tsx"
"web","keyed","web:contacts","contacts.addALabelToThe","Add a label to the selected contacts.","Tambahkan label ke kontak yang dipilih.","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.addContact","Add contact","Tambah kontak","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.agent","Agent","Agen","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.blacklisted","Blacklisted","Daftar hitam","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","automation.campaign","Campaign","Kampanye","app/(app)/contacts/page.tsx;app/(app)/inbox/components/ConversationList.tsx;app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/page.tsx"
"web","new","web:contacts","contacts.contactAdded","Contact added","Kontak ditambahkan","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.contactBlacklisted","Contact blacklisted","Kontak masuk daftar hitam","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.contactDeleted","Contact deleted","Kontak dihapus","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.contactUpdated","Contact updated","Kontak diperbarui","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.couldNotReassign","Could not reassign","Gagal menugaskan ulang","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.couldNotUpdate","Could not update","Gagal memperbarui","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.couldNotUpdateInterest","Could not update interest","Gagal memperbarui minat","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.couldNotUpdateSelection","Could not update selection","Gagal memperbarui pilihan","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.couldNotUpdateStage","Could not update stage","Gagal memperbarui tahap","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.deleteContact","Delete contact?","Hapus kontak?","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.deleteFailed","Delete failed","Gagal menghapus","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.eGVipFollowUp","e.g. VIP, Follow-up","mis. VIP, Follow-up","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.emptyFile","Empty file","Berkas kosong","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.enterANameOrPhone","Enter a name or phone.","Masukkan nama atau telepon.","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.importing","Importing...","Mengimpor...","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.interest","Interest","Minat","app/(app)/contacts/page.tsx;app/(app)/dashboard/DashboardView.tsx;app/(app)/inbox/components/ConversationList.tsx"
"web","new","web:contacts","contacts.interestCleared","Interest cleared","Minat dikosongkan","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","dashboard.interestLevel","Interest level","","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.labels","Labels","Label","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.leadScore","Lead score","Skor prospek","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.lostReason","Lost reason","Alasan kalah","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.markAsLostSpam","Mark as lost / spam","Tandai kalah / spam","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.markedAsLost","Marked as lost","Ditandai kalah","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.markedAsSpam","Marked as spam","Ditandai spam","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.noConversationYetForThis","No conversation yet for this contact","Belum ada percakapan untuk kontak ini","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.nothingToExport","Nothing to export","Tidak ada yang bisa diekspor","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.phone","Phone","Telepon","app/(app)/contacts/page.tsx;app/(app)/inbox/components/ConversationList.tsx"
"web","new","web:contacts","contacts.removedFromBlacklist","Removed from blacklist","Dihapus dari daftar hitam","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","account.save","Save changes","Simpan perubahan","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.saveFailed","Save failed","Gagal menyimpan","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.source","Source","Sumber","app/(app)/contacts/page.tsx;app/(app)/dashboard/DashboardView.tsx"
"web","new","web:contacts","contacts.sourceId","Source Id","ID Sumber","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.sourceId","Source ID","Source ID","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.sourceUrl","Source Url","URL Sumber","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.sourceUrl","Source URL","Source URL","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.stage","Stage","Tahap","app/(app)/contacts/page.tsx;app/(app)/dashboard/DashboardView.tsx;app/(app)/inbox/components/ConversationList.tsx"
"web","new","web:contacts","contacts.stageCleared","Stage cleared","Tahap dikosongkan","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.thisAlsoRemovesTheirConversations","This also removes their conversations. This cannot be undone.","Ini juga menghapus percakapan mereka. Tindakan ini tidak bisa dibatalkan.","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.unassign","Unassign","Batalkan penugasan","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","contacts.unset","Unset","Kosongkan","app/(app)/contacts/page.tsx"
"web","new","web:contacts","contacts.updateFailed","Update failed","Pembaruan gagal","app/(app)/contacts/page.tsx"
"web","keyed","web:contacts","dashboard.updated","Updated","Diperbarui","app/(app)/contacts/page.tsx;app/(app)/settings/campaigns/page.tsx;app/(app)/settings/custom-fields/page.tsx;app/(app)/settings/templates/page.tsx"
"web","keyed","web:dashboard","dashboard.active","Active","Aktif","app/(app)/dashboard/DashboardView.tsx;app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/user-management/page.tsx"
"web","keyed","web:dashboard","dashboard.myOpenSub","Active conversations","Percakapan aktif","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.activeUsers","Active users","Pengguna aktif","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.adSpend","Ad spend","Pengeluaran iklan","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.averageCostPerLeadIn","average cost per lead in this range.","rata-rata biaya per prospek dalam rentang ini.","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.avgCostLead","Avg cost / lead","Rata-rata biaya / prospek","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.avgResponseTime","Avg response time","Rata-rata waktu respons","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.avgTime","Avg time","Rata-rata waktu","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.avgDailySpend","Avg. Daily Spend","Rata-rata Belanja Harian","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.awaitingReply","Awaiting reply","Menunggu balasan","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.bestLeadToBuy","Best lead to buy","Prospek terbaik untuk membeli","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.budgetLeft","Budget Left","Sisa Anggaran","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.budgetUtilization","Budget Utilization","Pemakaian Anggaran","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.clicks","Clicks","Klik","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.considerOptimizingTheLandingPage","Consider optimizing the landing page or follow-up process.","Pertimbangkan mengoptimalkan landing page atau proses tindak lanjut.","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.conversions","Conversions","Konversi","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.cost","Cost","Biaya","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.costPerConversion","Cost / conversion","Biaya / konversi","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.costPerLead","Cost / lead","Biaya / prospek","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.creatives","Creatives","Materi Iklan","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.dailyPerformance","DAILY PERFORMANCE","PERFORMA HARIAN","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","settings.date","Date","Tanggal","app/(app)/dashboard/DashboardView.tsx;app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:dashboard","dashboard.direct","Direct","Langsung","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.eng","Eng.","Eng.","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.engaged","Engaged","Terlibat","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.engagement","Engagement","Engagement","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.googleAds","Google Ads","Google Ads","app/(app)/dashboard/DashboardView.tsx;app/(app)/settings/channels/AdvertisingTab.tsx;app/(app)/settings/channels/AdWizard.tsx;app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:dashboard","dashboard.grandTotal","Grand total","Total keseluruhan","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.responded","Handled","Ditangani","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.hotLeadsSub","High buying intent","Niat beli tinggi","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.highestDay","Highest Day","Hari Tertinggi","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.hotLeads","Hot leads","Prospek panas","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.impressions","Impressions","Impresi","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.landingPage","Landing page","Landing page","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.leadToPurchase","Lead to purchase","Prospek ke pembelian","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.leadsChats","Leads","Prospek","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.stageLost","Lost","Kalah","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.lowestDay","Lowest Day","Hari Terendah","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.lostSub","Marked lost","Ditandai kalah","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.mediaBudget","Media Budget","Anggaran Media","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.metaAds","Meta Ads","Meta Ads","app/(app)/dashboard/DashboardView.tsx;app/(app)/settings/channels/AdWizard.tsx;app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:dashboard","dashboard.metric","Metric","Metrik","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.myOpen","My open","Pesan terbuka saya","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.newUsers","New users","Pengguna baru","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.unreadSub","New, not opened","Baru, belum dibuka","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.noConversionsYet","No conversions yet.","Belum ada konversi.","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","settings.phoneNumber","Phone Number","Nomor Telepon","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","stages.booking","Purchase","Pembelian","app/(app)/dashboard/DashboardView.tsx;app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:dashboard","dashboard.purchased","Purchased","Telah membeli","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.purchases","Purchases","Pembelian","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.reach","Reach","Jangkauan","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.purchasedSub","Reached purchase","Mencapai pembelian","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.results","Results","Hasil","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","settings.sessions","Sessions","Sesi","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","new","web:dashboard","dashboard.sourcePerformance","SOURCE PERFORMANCE","PERFORMA SUMBER","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.spend","Spend","Pengeluaran","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.tiktokAds","TikTok Ads","TikTok Ads","app/(app)/dashboard/DashboardView.tsx;app/(app)/settings/channels/AdWizard.tsx;app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:dashboard","dashboard.topPerformingSource","Top performing source","Sumber berperforma terbaik","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.totalSpend","Total Spend","Total Belanja","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.totalUsers","Total users","Total pengguna","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.interestUnclassified","Unclassified","Belum diklasifikasi","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.unread","Unread","Belum dibaca","app/(app)/dashboard/DashboardView.tsx;app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:dashboard","automation.value","Value","Nilai","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.views","Views","Tayangan","app/(app)/dashboard/DashboardView.tsx;app/report/ads/AdsReportView.tsx"
"web","keyed","web:dashboard","dashboard.website","Website","Website","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:dashboard","dashboard.awaitingReplySub","You haven't replied yet","Anda belum membalas","app/(app)/dashboard/DashboardView.tsx"
"web","keyed","web:delete-account","delete-account.couldNotSubmitYourRequest","Could not submit your request. Please email support@simpulx.com to delete your account.","Tidak dapat mengirim permintaan Anda. Silakan email support@simpulx.com untuk menghapus akun Anda.","app/delete-account/page.tsx"
"web","keyed","web:inbox","inbox.1Hour","1 hour","1 jam","app/(app)/inbox/components/ChatPanel.tsx"
"web","keyed","web:inbox","inbox.3Hours","3 hours","3 jam","app/(app)/inbox/components/ChatPanel.tsx"
"web","keyed","web:inbox","inbox.aUsedCarInstead","A used car instead","Mobil bekas","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.abusive","Abusive","Kasar","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.anotherBrand","Another brand","Merek lain","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.assignedTo","Assigned To","Ditugaskan Ke","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.boughtElsewhere","Bought elsewhere","Beli di tempat lain","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.changedMindNotBuying","Changed mind / not buying","Berubah pikiran / tidak jadi beli","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.closed","Closed","Ditutup","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.competitorPromo","Competitor promo","Promo kompetitor","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","broadcasts.contact","Contact","Kontak","app/(app)/inbox/components/ConversationCard.tsx;app/(app)/inbox/components/DetailsPanel.tsx"
"web","keyed","web:inbox","inbox.didnTBuy","Didn't buy","Tidak jadi beli","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","components.document","Document","Dokumen","app/(app)/inbox/components/ConversationCard.tsx"
"web","keyed","web:inbox","inbox.duplicate","Duplicate","Duplikat","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.files","Files","Berkas","app/(app)/inbox/components/DetailsPanel.tsx"
"web","keyed","web:inbox","inbox.financingRejected","Financing rejected","Pembiayaan ditolak","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.jobSeeker","Job seeker","Pencari kerja","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.lastMessageByBot","Last message by bot","Pesan terakhir oleh bot","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.lastMessageByCustomer","Last message by customer","Pesan terakhir oleh pelanggan","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","eventGroup.g1","Messages","Pesan","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.nextMonday","Next Monday","Senin depan","app/(app)/inbox/components/ChatPanel.tsx"
"web","keyed","web:inbox","inbox.noBudgetPostponed","No budget / postponed","Tidak ada anggaran / ditunda","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.noResponse","No response","Tidak ada respons","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.notPurchase","Not Purchase","Tidak Beli","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","components.notes","Notes","Catatan","app/(app)/inbox/components/DetailsPanel.tsx"
"web","keyed","web:inbox","inbox.open","Open","Buka","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.outOfArea","Out of area","Di luar jangkauan","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","components.photo","Photo","Foto","app/(app)/inbox/components/ConversationCard.tsx"
"web","keyed","web:inbox","inbox.priceTooHigh","Price too high","Harga terlalu tinggi","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.respondedChat","Responded chat","Chat yang ditangani","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.sameBrandOtherDealer","Same brand, other dealer","Merek sama, dealer lain","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.snoozed","Snoozed","Ditunda","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","inbox.spam","Spam","Spam","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.spamInvalid","Spam / invalid","Spam / tidak valid","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","components.sticker","Sticker","Stiker","app/(app)/inbox/components/ConversationCard.tsx"
"web","keyed","web:inbox","inbox.tomorrow900","Tomorrow 9:00","Besok 09.00","app/(app)/inbox/components/ChatPanel.tsx"
"web","keyed","web:inbox","inbox.tradeInIssue","Trade-in issue","Masalah tukar tambah","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.unrespondedChat","Unresponded chat","Chat belum ditangani","app/(app)/inbox/components/ConversationList.tsx"
"web","keyed","web:inbox","components.video","Video","Video","app/(app)/inbox/components/ConversationCard.tsx"
"web","keyed","web:inbox","components.voiceMessage","Voice message","Pesan suara","app/(app)/inbox/components/ConversationCard.tsx"
"web","keyed","web:inbox","inbox.wrongNumber","Wrong number","Salah nomor","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:inbox","inbox.wrongProductSpec","Wrong product / spec","Produk / spesifikasi salah","app/(app)/inbox/components/LostReasonDialog.tsx"
"web","keyed","web:page","page.memuatData","Memuat data...","Memuat data...","app/loading.tsx"
"web","keyed","web:report","report.avgEngagement","Avg engagement","Rata-rata engagement","app/report/ads/AdsReportView.tsx"
"web","keyed","web:report","report.engagedSessions","Engaged sessions","Sesi terlibat","app/report/ads/AdsReportView.tsx"
"web","keyed","web:report","report.engagementRate","Engagement rate","Tingkat engagement","app/report/ads/AdsReportView.tsx"
"web","keyed","web:settings","settings.30Jun2026","30 Jun 2026","30 Jun 2026","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.aCopyOfYourId","a copy of your ID (KTP)","salinan KTP Anda","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.aTestDrive","a test drive","test drive","app/(app)/settings/templates/library.ts"
"web","new","web:settings","settings.accountIdAndAccessToken","Account id and access token are required.","Account id dan access token wajib diisi.","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.accountUpdates","Account Updates","Pembaruan Akun","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.action","Action","Aksi","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","common.actions","Actions","Aksi","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.actor","Actor","Pelaku","app/(app)/settings/audit/page.tsx"
"web","new","web:settings","settings.adAccountIdIsRequired","Ad account id is required.","Ad account id wajib diisi.","app/(app)/settings/channels/AdWizard.tsx"
