platform,status,area,key,english,indonesian
"web","keyed","web:[keyed] contacts","contacts.addLabel","Add label","Tambah label"
"web","keyed","web:[keyed] contacts","contacts.agent","Agent","Agen"
"web","keyed","web:[keyed] contacts","contacts.allLabels","All labels","Semua label"
"web","keyed","web:[keyed] contacts","contacts.blacklist","Blacklist","Daftar hitam"
"web","keyed","web:[keyed] contacts","contacts.chat","Chat","Obrolan"
"web","keyed","web:[keyed] contacts","contacts.contactName","Contact name","Nama kontak"
"web","keyed","web:[keyed] contacts","contacts.created","Created","Dibuat"
"web","keyed","web:[keyed] contacts","contacts.export","Export","Ekspor"
"web","keyed","web:[keyed] contacts","contacts.importCsv","Import CSV","Impor CSV"
"web","keyed","web:[keyed] contacts","contacts.interest","Interest","Minat"
"web","keyed","web:[keyed] contacts","contacts.noContactsFound","No contacts found","Kontak tidak ditemukan"
"web","keyed","web:[keyed] contacts","contacts.phone","Phone","Telepon"
"web","keyed","web:[keyed] contacts","contacts.searchNameOrPhone","Search name or phone","Cari nama atau telepon"
"web","keyed","web:[keyed] contacts","contacts.selected","selected","terpilih"
"web","keyed","web:[keyed] contacts","contacts.source","Source","Sumber"
"web","keyed","web:[keyed] contacts","contacts.sourceIdCopied","Source ID copied","Source ID disalin"
"web","keyed","web:[keyed] contacts","contacts.stage","Stage","Tahap"
"web","keyed","web:[keyed] contacts","contacts.unblacklist","Unblacklist","Hapus dari daftar hitam"
"web","keyed","web:[keyed] contacts","contacts.viewDetails","View details","Lihat detail"
"web","keyed","web:[keyed] dashboard","dashboard.pctPurchase","% Purchase","% Pembelian"
"web","keyed","web:[keyed] dashboard","dashboard.pctUpdated","% Updated","% Diperbarui"
"web","keyed","web:[keyed] dashboard","dashboard.active","Active","Aktif"
"web","keyed","web:[keyed] dashboard","dashboard.myOpenSub","Active conversations","Percakapan aktif"
"web","keyed","web:[keyed] dashboard","dashboard.adSpend","Ad spend","Pengeluaran iklan"
"web","keyed","web:[keyed] dashboard","dashboard.ads","Ads","Iklan"
"web","keyed","web:[keyed] dashboard","dashboard.agentActivitySla","Agent activity and SLA","Aktivitas agen dan SLA"
"web","keyed","web:[keyed] dashboard","dashboard.agentPerformance","Agent performance","Performa agen"
"web","keyed","web:[keyed] dashboard","dashboard.agentPipeline","Agent pipeline","Saluran agen"
"web","keyed","web:[keyed] dashboard","dashboard.appointment","Appointment","Janji temu"
"web","keyed","web:[keyed] dashboard","dashboard.avgFirstResponse","Avg first response","Rata-rata respons pertama"
"web","keyed","web:[keyed] dashboard","dashboard.avgResp","Avg resp","Rata-rata respons"
"web","keyed","web:[keyed] dashboard","dashboard.awaitingReply","Awaiting reply","Menunggu balasan"
"web","keyed","web:[keyed] dashboard","dashboard.branch","Branch","Cabang"
"web","keyed","web:[keyed] dashboard","dashboard.interestLevelSub","Buying intent split","Pembagian niat beli"
"web","keyed","web:[keyed] dashboard","dashboard.callAttempts","Call attempts","Percobaan panggilan"
"web","keyed","web:[keyed] dashboard","dashboard.callDuration","Call duration","Durasi panggilan"
"web","keyed","web:[keyed] dashboard","dashboard.ctr","Click-through rate","Rasio klik-tayang"
"web","keyed","web:[keyed] dashboard","dashboard.clicks","Clicks","Klik"
"web","keyed","web:[keyed] dashboard","dashboard.lcrSub","Clicks → Leads","Klik → Prospek"
"web","keyed","web:[keyed] dashboard","dashboard.interestCold","Cold","Cold"
"web","keyed","web:[keyed] dashboard","dashboard.contacted","Contacted","Dihubungi"
"web","keyed","web:[keyed] dashboard","dashboard.conversions","Conversions","Konversi"
"web","keyed","web:[keyed] dashboard","dashboard.costPerConversion","Cost / conversion","Biaya / konversi"
"web","keyed","web:[keyed] dashboard","dashboard.costPerLead","Cost / lead","Biaya / prospek"
"web","keyed","web:[keyed] dashboard","dashboard.dailyLeadsDesc","Daily leads and replies will show here","Prospek harian dan balasan akan muncul di sini"
"web","keyed","web:[keyed] dashboard","dashboard.responded","Handled","Ditangani"
"web","keyed","web:[keyed] dashboard","dashboard.hotLeadsSub","High buying intent","Niat beli tinggi"
"web","keyed","web:[keyed] dashboard","dashboard.interestHot","Hot","Hot"
"web","keyed","web:[keyed] dashboard","dashboard.hotLeads","Hot leads","Prospek panas"
"web","keyed","web:[keyed] dashboard","dashboard.stepConversionRatesSub","How efficiently each step converts","Seberapa efisien setiap tahap berkonversi"
"web","keyed","web:[keyed] dashboard","dashboard.marketingFunnelSub","Impression to click to chat to conversion","Impresi ke klik ke chat hingga konversi"
"web","keyed","web:[keyed] dashboard","dashboard.impressions","Impressions","Impresi"
"web","keyed","web:[keyed] dashboard","dashboard.ctrSub","Impressions → Clicks","Impresi → Klik"
"web","keyed","web:[keyed] dashboard","dashboard.lcr","Lead capture rate","Rasio tangkap prospek"
"web","keyed","web:[keyed] dashboard","dashboard.leadFunnel","Lead funnel","Corong prospek"
"web","keyed","web:[keyed] dashboard","dashboard.leadToPurchase","Lead to purchase","Prospek ke pembelian"
"web","keyed","web:[keyed] dashboard","dashboard.leads","Leads","Prospek"
"web","keyed","web:[keyed] dashboard","dashboard.leadsChats","Leads (chats)","Prospek (chat)"
"web","keyed","web:[keyed] dashboard","dashboard.stageBreakdownSub","Leads by pipeline stage","Prospek berdasarkan tahap saluran"
"web","keyed","web:[keyed] dashboard","dashboard.lossRate","Loss rate","Tingkat kekalahan"
"web","keyed","web:[keyed] dashboard","dashboard.stageLost","Lost","Kalah"
"web","keyed","web:[keyed] dashboard","dashboard.lostAnalysis","Lost analysis","Analisis kekalahan"
"web","keyed","web:[keyed] dashboard","dashboard.lostReasons","Lost reasons","Alasan kalah"
"web","keyed","web:[keyed] dashboard","dashboard.lostSub","Marked lost","Ditandai kalah"
"web","keyed","web:[keyed] dashboard","dashboard.marketingFunnel","Marketing funnel","Corong pemasaran"
"web","keyed","web:[keyed] dashboard","dashboard.myOpen","My open","Pesan terbuka saya"
"web","keyed","web:[keyed] dashboard","dashboard.negotiation","Negotiation","Negosiasi"
"web","keyed","web:[keyed] dashboard","dashboard.yourActivitySub","New leads vs how many replied back","Prospek baru vs seberapa banyak yang membalas"
"web","keyed","web:[keyed] dashboard","dashboard.unreadSub","New, not opened","Baru, belum dibuka"
"web","keyed","web:[keyed] dashboard","dashboard.noActivityYet","No activity yet","Belum ada aktivitas"
"web","keyed","web:[keyed] dashboard","dashboard.noLostReasonData","No lost reason data available","Tidak ada data alasan kalah"
"web","keyed","web:[keyed] dashboard","dashboard.purchase","Purchase","Pembelian"
"web","keyed","web:[keyed] dashboard","dashboard.purchaseRate","Purchase rate","Tingkat pembelian"
"web","keyed","web:[keyed] dashboard","dashboard.purchased","Purchased","Telah membeli"
"web","keyed","web:[keyed] dashboard","dashboard.qualified","Qualified","Memenuhi syarat"
"web","keyed","web:[keyed] dashboard","dashboard.leadFunnelSub","Reached each stage and beyond","Mencapai setiap tahap dan selanjutnya"
"web","keyed","web:[keyed] dashboard","dashboard.purchasedSub","Reached purchase","Mencapai pembelian"
"web","keyed","web:[keyed] dashboard","dashboard.stageBreakdown","Stage breakdown","Rincian tahap"
"web","keyed","web:[keyed] dashboard","dashboard.stepConversionRates","Step conversion rates","Tingkat konversi per tahap"
"web","keyed","web:[keyed] dashboard","dashboard.totalChat","Total chat","Total chat"
"web","keyed","web:[keyed] dashboard","dashboard.totalLostLeads","total lost leads","total prospek kalah"
"web","keyed","web:[keyed] dashboard","dashboard.interestUnclassified","Unclassified","Belum diklasifikasi"
"web","keyed","web:[keyed] dashboard","dashboard.unread","Unread","Belum dibaca"
"web","keyed","web:[keyed] dashboard","dashboard.updated","Updated","Diperbarui"
"web","keyed","web:[keyed] dashboard","dashboard.interestWarm","Warm","Warm"
"web","keyed","web:[keyed] dashboard","dashboard.within5m","Within 5m","Dalam 5 mnt"
"web","keyed","web:[keyed] dashboard","dashboard.awaitingReplySub","You haven't replied yet","Anda belum membalas"
"web","keyed","web:[keyed] dashboard","dashboard.yourActivity","Your activity","Aktivitas Anda"
"web","keyed","web:[keyed] login","login.allRightsReserved","All rights reserved.","Hak cipta dilindungi undang-undang."
"web","keyed","web:[keyed] login","login.emailLabel","Email","Email"
"web","keyed","web:[keyed] login","login.forgotPassword","Forgot Password?","Lupa Kata Sandi?"
"web","keyed","web:[keyed] login","login.loginFailed","Login failed","Gagal masuk"
"web","keyed","web:[keyed] login","login.emailPlaceholder","name@company.com","nama@perusahaan.com"
"web","keyed","web:[keyed] login","login.passwordLabel","Password","Kata sandi"
"web","keyed","web:[keyed] login","login.rememberMe","Remember me","Ingat saya"
"web","keyed","web:[keyed] login","login.secureSsl","Secure SSL Encrypted","Dienkripsi SSL Aman"
"web","keyed","web:[keyed] menu","menu.language","Language","Bahasa"
"web","keyed","web:[keyed] menu","menu.manage_account","Manage account","Kelola akun"
"web","keyed","web:[keyed] menu","menu.offline","Offline","Offline"
"web","keyed","web:[keyed] menu","menu.online","Online","Online"
"web","keyed","web:[keyed] menu","menu.set_offline","Set status to offline","Ubah status ke offline"
"web","keyed","web:[keyed] menu","menu.set_online","Set status to online","Ubah status ke online"
"web","keyed","web:[keyed] menu","menu.sign_out","Sign out","Keluar"
"web","keyed","web:[keyed] nav","nav.broadcasts","Broadcasts","Broadcast"
"web","keyed","web:[keyed] nav","nav.contacts","Contacts","Kontak"
"web","keyed","web:[keyed] nav","nav.dashboard","Dashboard","Dashboard"
"web","keyed","web:[keyed] nav","nav.drip","Drip campaigns","Drip campaign"
"web","keyed","web:[keyed] nav","nav.settings","Settings","Pengaturan"
"web","keyed","web:[keyed] nav","nav.forms","WhatsApp Forms","WhatsApp Forms"
"web","keyed","web:[keyed] settings","settings.ads","Ad Performance","Performa Iklan"
"web","keyed","web:[keyed] settings","settings.tab_advertising","Advertising","Iklan"
"web","keyed","web:[keyed] settings","settings.ai_agent","AI Agent","Agen AI"
"web","keyed","web:[keyed] settings","settings.automations","Automations","Otomasi"
"web","keyed","web:[keyed] settings","settings.channels_integrations","Channel & Integrations","Saluran & Integrasi"
"web","keyed","web:[keyed] settings","settings.company_details","Company Details",""
"web","keyed","web:[keyed] settings","settings.departments","Departments","Departemen"
"web","keyed","web:[keyed] settings","settings.general","General","Umum"
"web","keyed","web:[keyed] settings","settings.knowledge","Knowledge Base","Basis Pengetahuan"
"web","keyed","web:[keyed] settings","settings.locale","Locale & Region","Bahasa & Wilayah"
"web","keyed","web:[keyed] settings","settings.roles","Roles & Permissions","Peran & Izin"
"web","keyed","web:[keyed] settings","settings.sequences","Sequences","Urutan"
"web","keyed","web:[keyed] settings","settings.saved","Settings saved","Pengaturan tersimpan"
"web","keyed","web:[keyed] settings","settings.audit","System Logs","Log Sistem"
"web","keyed","web:[keyed] settings","settings.templates","Templates","Template"
"web","keyed","web:[keyed] settings","settings.timezone","Timezone","Zona waktu"
"web","keyed","web:[keyed] settings","settings.user_management","User Management",""
"web","keyed","web:[keyed] settings","settings.tab_web_api","Web API","Web API"
"web","keyed","web:[keyed] settings","settings.workspace","Workspace","Ruang Kerja"
"web","keyed","web:[keyed] settings","settings.workspace_id","Workspace ID","ID Ruang Kerja"
"web","keyed","web:[keyed] settings","settings.workspace_name","Workspace name","Nama ruang kerja"
"web","new","web:automation","automation.trigger2","· trigger:",""
"web","new","web:automation","automation.hiHaloB","^(hi|halo)\b",""
"web","new","web:automation","automation.addButton","+ Add button","+ Tambah tombol"
"web","new","web:automation","automation.addHeader","+ Add header","+ Tambah header"
"web","new","web:automation","automation.addItem","+ Add item","+ Tambah item"
"web","new","web:automation","automation.aConditionalEntryPointAdds","A conditional entry point - adds a keyword branch","Titik masuk bersyarat - menambahkan cabang kata kunci"
"web","new","web:automation","automation.addMapping","Add mapping","Tambah pemetaan"
"web","new","web:automation","automation.addNode","Add node","Tambah node"
"web","new","web:automation","automation.addRowToGoogleSheet","Add row to Google Sheet","Tambah baris ke Google Sheet"
"web","new","web:automation","automation.addTag","Add tag","Tambah tag"
"web","new","web:automation","automation.addToCampaign","Add to campaign","Tambah ke kampanye"
"web","new","web:automation","automation.addTriggerCondition","Add trigger condition","Tambah kondisi pemicu"
"web","new","web:automation","automation.allMessagesNoCondition","All messages / no condition","Semua pesan / tanpa kondisi"
"web","new","web:automation","automation.andContactAttributes","and contact attributes.",""
"web","new","web:automation","automation.assignToTeamMember","Assign to team member","Tugaskan ke anggota tim"
"web","new","web:automation","automation.attributeMappings","Attribute mappings","Pemetaan atribut"
"web","new","web:automation","automation.autoArrangeNodes","Auto-arrange nodes","Rapikan node otomatis"
"web","new","web:automation","automation.autoGenerated","auto-generated","dibuat otomatis"
"web","new","web:automation","automation.automationNotFound","Automation not found.","Otomasi tidak ditemukan."
"web","new","web:automation","automation.backspace","Backspace",""
"web","new","web:automation","automation.blocksThisContactFromFuture","Blocks this contact from future outreach. No configuration needed.","Memblokir kontak ini dari jangkauan berikutnya. Tidak perlu konfigurasi."
"web","new","web:automation","automation.body","Body","Isi"
"web","new","web:automation","automation.buttonClick","Button click","Klik tombol"
"web","new","web:automation","automation.buttonLabel","Button label","Label tombol"
"web","new","web:automation","automation.callRestApi","Call REST API","Panggil REST API"
"web","new","web:automation","automation.callbackId","Callback ID","Callback ID"
"web","new","web:automation","automation.callbackIdsAreAutoGenerated","Callback IDs are auto-generated and editable. A","Callback ID dibuat otomatis dan bisa diedit."
"web","new","web:automation","automation.campaign","Campaign","Kampanye"
"web","new","web:automation","automation.caseSensitive","Case sensitive","Peka huruf besar/kecil"
"web","new","web:automation","automation.chooseAnOption","Choose an option","Pilih opsi"
"web","new","web:automation","automation.choose","Choose…","Pilih…"
"web","new","web:automation","automation.clearsTheConversationSAssigned","Clears the conversation's assigned agent. No configuration needed.","Menghapus agen yang ditugaskan pada percakapan. Tidak perlu konfigurasi."
"web","new","web:automation","automation.clearsTheConversationSCampaign","Clears the conversation's campaign. No configuration needed.","Menghapus kampanye pada percakapan. Tidak perlu konfigurasi."
"web","new","web:automation","automation.conditionsBelowMatch","conditions below match.",""
"web","new","web:automation","automation.configurableNowTheEngineDoesn","Configurable now; the engine doesn't execute this action type yet.","Bisa dikonfigurasi sekarang; mesin belum menjalankan jenis aksi ini."
"web","new","web:automation","automation.configurableButTheEngineDoesn","Configurable, but the engine doesn't evaluate this condition yet.","Bisa dikonfigurasi, tetapi mesin belum mengevaluasi kondisi ini."
"web","new","web:automation","automation.configurableNotYetExecutedBy","Configurable, not yet executed by the engine","Bisa dikonfigurasi, belum dijalankan oleh mesin"
"web","new","web:automation","automation.connectThe","Connect the",""
"web","new","web:automation","automation.contactAttribute","Contact attribute","Atribut kontak"
"web","new","web:automation","automation.contains","Contains","Mengandung"
"web","new","web:automation","automation.containsAllKeywords","Contains all keywords","Mengandung semua kata kunci"
"web","new","web:automation","automation.containsAnyKeyword","Contains any keyword","Mengandung kata kunci apa pun"
"web","new","web:automation","automation.copied","Copied","Tersalin"
"web","new","web:automation","automation.copy","Copy","Salin"
"web","new","web:automation","automation.couldNotUpdateStatus","Could not update status","Gagal memperbarui status"
"web","new","web:automation","automation.criteriaRouter","Criteria Router","Router Kriteria"
"web","new","web:automation","automation.delete","DELETE",""
"web","new","web:automation","automation.deleteNode","Delete node","Hapus node"
"web","new","web:automation","automation.eGBrioRs","e.g. Brio RS","mis. Brio RS"
"web","new","web:automation","automation.eGReModelPhone","e.g. re_model, phone, full_name","mis. re_model, phone, full_name"
"web","new","web:automation","automation.else","ELSE","JIKA TIDAK"
"web","new","web:automation","automation.equals","Equals","Sama dengan"
"web","new","web:automation","automation.fileTypeMatches","File type matches","Jenis berkas cocok"
"web","new","web:automation","automation.firesOnlyWhen","Fires only when",""
"web","new","web:automation","automation.flowSaved","Flow saved","Flow tersimpan"
"web","new","web:automation","automation.forEverythingElse","for everything else.",""
"web","new","web:automation","automation.form","Form","Formulir"
"web","new","web:automation","automation.get","GET",""
"web","new","web:automation","automation.getOffers","Get Offers","Dapatkan Penawaran"
"web","new","web:automation","automation.googleSheetUrl","Google Sheet URL","URL Google Sheet"
"web","new","web:automation","automation.googleSheetsIsnTConnected","Google Sheets isn't connected yet (an admin must add the service-account key).","Google Sheets belum terhubung (admin harus menambahkan kunci service-account)."
"web","new","web:automation","automation.handleForWhenItS","handle for when it's true and",""
"web","new","web:automation","automation.header","Header","Header"
"web","new","web:automation","automation.headers","Headers","Header"
"web","new","web:automation","automation.isNotSet","is not set",""
"web","new","web:automation","automation.isSet","is set",""
"web","new","web:automation","automation.listButtonCallbackIdMatches","List / Button callback ID matches","Callback ID List / Tombol cocok"
"web","new","web:automation","automation.listButtonLabel","List button label","Label tombol daftar"
"web","new","web:automation","automation.listItems","List items","Item daftar"
"web","new","web:automation","automation.listMenu","List menu","Menu daftar"
"web","new","web:automation","automation.markBlacklisted","Mark blacklisted","Tandai daftar hitam"
"web","new","web:automation","automation.match","MATCH","COCOK"
"web","new","web:automation","automation.matchMode","Match mode","Mode pencocokan"
"web","new","web:automation","automation.menu","Menu","Menu"
"web","new","web:automation","automation.message","Message","Pesan"
"web","new","web:automation","automation.messageText","Message text","Teks pesan"
"web","new","web:automation","automation.messageTextExactlyMatchesAny","Message text exactly matches any of keywords","Teks pesan sama persis dengan salah satu kata kunci"
"web","new","web:automation","automation.messageTextExcludesAnyOf","Message text excludes any of keywords","Teks pesan tidak mengandung kata kunci mana pun"
"web","new","web:automation","automation.messageTextIncludesAnyOf","Message text includes any of keywords","Teks pesan mengandung salah satu kata kunci"
"web","new","web:automation","automation.messageTextMatchesRegex","Message text matches regex","Teks pesan cocok dengan regex"
"web","new","web:automation","automation.messageType","Message type","Jenis pesan"
"web","new","web:automation","automation.messageTypeIsOneOf","Message type is one of","Jenis pesan adalah salah satu dari"
"web","new","web:automation","automation.method","Method","Metode"
"web","new","web:automation","automation.newCatalogOrderReceived","New catalog order received","Pesanan katalog baru diterima"
"web","new","web:automation","automation.noExtraConfigurationNeeded","No extra configuration needed.","Tidak perlu konfigurasi tambahan."
"web","new","web:automation","automation.noPipelineStagesDefinedYet","No pipeline stages defined yet.","Belum ada tahap pipeline yang ditentukan."
"web","new","web:automation","automation.noPublishedFormsYetPublish","No published forms yet. Publish one in WhatsApp Forms first.","Belum ada formulir terpublikasi. Publikasikan satu di WhatsApp Forms dulu."
"web","new","web:automation","automation.notEquals","not equals","tidak sama dengan"
"web","new","web:automation","automation.openForm","Open form","Buka formulir"
"web","new","web:automation","automation.operator","Operator","Operator"
"web","new","web:automation","automation.orAnyContactAttributeIn","or any contact attribute in the value.",""
"web","new","web:automation","automation.pasteTheSheetUrl","Paste the Sheet URL","Tempel URL Sheet"
"web","new","web:automation","automation.patch","PATCH",""
"web","new","web:automation","automation.paused","Paused","Dijeda"
"web","new","web:automation","automation.pdfXlsxJpg","pdf, xlsx, jpg",""
"web","new","web:automation","automation.pipelineStage","Pipeline stage","Tahap pipeline"
"web","new","web:automation","automation.pleaseFillInThisForm","Please fill in this form","Silakan isi formulir ini"
"web","new","web:automation","automation.post","POST",""
"web","new","web:automation","automation.preferredModelCity","preferred_model, city",""
"web","new","web:automation","automation.priority","Priority","Prioritas"
"web","new","web:automation","automation.put","PUT",""
"web","new","web:automation","automation.receivedInAnIndividualChat","Received in an individual chat","Diterima di chat pribadi"
"web","new","web:automation","automation.receivedInsideBusinessHours","Received inside business hours","Diterima dalam jam kerja"
"web","new","web:automation","automation.receivedOutsideBusinessHours","Received outside business hours","Diterima di luar jam kerja"
"web","new","web:automation","automation.regenerateId","Regenerate id","Buat ulang id"
"web","new","web:automation","automation.regexPattern","Regex pattern","Pola regex"
"web","new","web:automation","automation.removeFromCampaign","Remove from campaign","Hapus dari kampanye"
"web","new","web:automation","automation.removeTag","Remove tag","Hapus tag"
"web","new","web:automation","automation.replyButtons","Reply buttons","Tombol balasan"
"web","new","web:automation","automation.requestLocation","Request location","Minta lokasi"
"web","new","web:automation","automation.rowAppendedTimestampNamePhone","Row appended: timestamp, name, phone, then each attribute.","Baris ditambahkan: timestamp, nama, telepon, lalu tiap atribut."
"web","new","web:automation","automation.salesYourcoCom","sales@yourco.com",""
"web","new","web:automation","automation.saved","Saved","Tersimpan"
"web","new","web:automation","automation.searchAgent","Search agent…","Cari agen…"
"web","new","web:automation","automation.searchCampaign","Search campaign…","Cari kampanye…"
"web","new","web:automation","automation.searchPublishedForm","Search published form…","Cari formulir terpublikasi…"
"web","new","web:automation","automation.searchStage","Search stage…","Cari tahap…"
"web","new","web:automation","automation.selectAPublishedFlow","Select a published flow…","Pilih flow terpublikasi…"
"web","new","web:automation","automation.sendAutoReply","Send auto reply","Kirim balasan otomatis"
"web","new","web:automation","automation.sendEmailNotification","Send email notification","Kirim notifikasi email"
"web","new","web:automation","automation.sendTemplate","Send template","Kirim template"
"web","new","web:automation","automation.sendWhatsappForm","Send WhatsApp Form","Kirim WhatsApp Form"
"web","new","web:automation","automation.sentViaYourConfiguredSmtp","Sent via your configured SMTP. Supports",""
"web","new","web:automation","automation.setContactAttribute","Set contact attribute","Atur atribut kontak"
"web","new","web:automation","automation.setConversationStatus","Set conversation status","Atur status percakapan"
"web","new","web:automation","automation.setInterestLevel","Set interest level","Atur tingkat minat"
"web","new","web:automation","automation.setPriority","Set priority","Atur prioritas"
"web","new","web:automation","automation.setStage","Set stage","Atur tahap"
"web","new","web:automation","automation.shareYourGoogleSheetEditor","Share your Google Sheet (Editor) with this account:","Bagikan Google Sheet Anda (Editor) ke akun ini:"
"web","new","web:automation","automation.sheet1","Sheet1","Sheet1"
"web","new","web:automation","automation.shift","Shift",""
"web","new","web:automation","automation.smallFootnote","Small footnote","Catatan kaki kecil"
"web","new","web:automation","automation.startsWithAKeyword","Starts with a keyword","Diawali dengan kata kunci"
"web","new","web:automation","automation.status","Status","Status"
"web","new","web:automation","automation.subject","Subject","Subjek"
"web","new","web:automation","automation.tabName","Tab name","Nama tab"
"web","new","web:automation","automation.templateMessage","Template message","Pesan template"
"web","new","web:automation","automation.templateName","Template name","Nama template"
"web","new","web:automation","automation.theTriggerCanTBe","The trigger can't be deleted","Pemicu tidak bisa dihapus"
"web","new","web:automation","automation.trigger","Trigger","Pemicu"
"web","new","web:automation","automation.triggerCanMatchOnThem","trigger can match on them.",""
"web","new","web:automation","automation.typeAKeywordEnterTo","Type a keyword, Enter to add","Ketik kata kunci, Enter untuk menambah"
"web","new","web:automation","automation.typeTheAutoReply","Type the auto reply...","Ketik balasan otomatis..."
"web","new","web:automation","automation.unassignFromTeam","Unassign from team","Batalkan penugasan dari tim"
"web","new","web:automation","automation.uploadImage","Upload image","Unggah gambar"
"web","new","web:automation","automation.uploading","Uploading…","Mengunggah…"
"web","new","web:automation","automation.url","URL","URL"
"web","new","web:automation","automation.urlHeadersAndBodySupport","URL, headers and body support","URL, header, dan body mendukung"
"web","new","web:automation","automation.use","Use","Gunakan"
"web","new","web:automation","automation.value","Value","Nilai"
"web","new","web:automation","automation.vipPricing","vip, pricing",""
"web","new","web:automation","automation.visualFlow","Visual flow ·",""
"web","new","web:automation","automation.webhook","Webhook","Webhook"
"web","new","web:automation","automation.webhookUrl","Webhook URL","Webhook URL"
"web","new","web:automation","automation.whatsappFlow","WhatsApp Flow","WhatsApp Flow"
"web","new","web:automation","automation.whatsappFlowButton","WhatsApp Flow button","Tombol WhatsApp Flow"
"web","new","web:automation","automation.whatsappListsCanTShow","WhatsApp lists can't show a header image, so the image is sent as a separate message before the list.","Daftar WhatsApp tidak bisa menampilkan gambar header, jadi gambar dikirim sebagai pesan terpisah sebelum daftar."
"web","new","web:broadcasts","broadcasts.628123456789628987654321OrOnePer","+628123456789, +628987654321 or one per line...",""
"web","new","web:broadcasts","broadcasts.all","All","Semua"
"web","new","web:broadcasts","broadcasts.allContacts","All contacts","Semua kontak"
"web","new","web:broadcasts","broadcasts.audience","Audience","Audiens"
"web","new","web:broadcasts","broadcasts.basedOnMetaWhatsappBusiness","Based on Meta WhatsApp Business pricing. Actual cost may vary.","Berdasarkan harga Meta WhatsApp Business. Biaya sebenarnya bisa berbeda."
"web","new","web:broadcasts","broadcasts.broadcast","Broadcast","Broadcast"
"web","new","web:broadcasts","broadcasts.broadcastName","Broadcast name","Nama broadcast"
"web","new","web:broadcasts","broadcasts.broadcastNotFound","Broadcast not found.","Broadcast tidak ditemukan."
"web","new","web:broadcasts","broadcasts.campaignName","Campaign name","Nama kampanye"
"web","new","web:broadcasts","broadcasts.channel","Channel","Saluran"
"web","new","web:broadcasts","broadcasts.clicked","Clicked","Diklik"
"web","new","web:broadcasts","broadcasts.contact","Contact","Kontak"
"web","new","web:broadcasts","broadcasts.continue","Continue","Lanjut"
"web","new","web:broadcasts","broadcasts.createSend","Create & send","Buat & kirim"
"web","new","web:broadcasts","broadcasts.createFirstBroadcast","Create first broadcast","Buat broadcast pertama"
"web","new","web:broadcasts","broadcasts.createdBy","Created by","Dibuat oleh"
"web","new","web:broadcasts","broadcasts.cta","CTA","CTA"
"web","new","web:broadcasts","broadcasts.customer","Customer","Pelanggan"
"web","new","web:broadcasts","broadcasts.delivered","Delivered","Terkirim"
"web","new","web:broadcasts","broadcasts.delivery","Delivery","Pengiriman"
"web","new","web:broadcasts","broadcasts.deliveryStatus","Delivery status","Status pengiriman"
"web","new","web:broadcasts","broadcasts.download","Download","Unduh"
"web","new","web:broadcasts","broadcasts.eGPromoRamadan2026","e.g. Promo Ramadan 2026","mis. Promo Ramadan 2026"
"web","new","web:broadcasts","broadcasts.estCost","Est. cost","Perk. biaya"
"web","new","web:broadcasts","broadcasts.estimatedCost","Estimated cost","Perkiraan biaya"
"web","new","web:broadcasts","broadcasts.everyContactWithAPhone","Every contact with a phone","Setiap kontak yang punya nomor telepon"
"web","new","web:broadcasts","broadcasts.failed","Failed","Gagal"
"web","new","web:broadcasts","broadcasts.filterByLabels","Filter by labels","Filter berdasarkan label"
"web","new","web:broadcasts","broadcasts.finalPreview","Final preview","Pratinjau akhir"
"web","new","web:broadcasts","broadcasts.firstPage","First page","Halaman pertama"
"web","new","web:broadcasts","broadcasts.importMatch","Import & match","Impor & cocokkan"
"web","new","web:broadcasts","broadcasts.importPhoneNumbers","Import phone numbers","Impor nomor telepon"
"web","new","web:broadcasts","broadcasts.lastPage","Last page","Halaman terakhir"
"web","new","web:broadcasts","broadcasts.livePreview","Live preview","Pratinjau langsung"
"web","new","web:broadcasts","broadcasts.messageContent","Message content","Isi pesan"
"web","new","web:broadcasts","broadcasts.name","Name","Nama"
"web","new","web:broadcasts","broadcasts.newBroadcast","New broadcast","Broadcast baru"
"web","new","web:broadcasts","broadcasts.nextPage","Next page","Halaman berikutnya"
"web","new","web:broadcasts","broadcasts.noApprovedTemplatesFoundFor","No approved templates found for this channel.","Tidak ada template disetujui untuk saluran ini."
"web","new","web:broadcasts","broadcasts.noBroadcastsMatchYourSearch","No broadcasts match your search.","Tidak ada broadcast yang cocok dengan pencarian Anda."
"web","new","web:broadcasts","broadcasts.noBroadcastsYet","No broadcasts yet","Belum ada broadcast"
"web","new","web:broadcasts","broadcasts.noContactsAvailable","No contacts available","Tidak ada kontak tersedia"
"web","new","web:broadcasts","broadcasts.noContactsFound","No contacts found.","Tidak ada kontak ditemukan."
"web","new","web:broadcasts","broadcasts.noContactsWithAPhone","No contacts with a phone number available.","Tidak ada kontak dengan nomor telepon."
"web","new","web:broadcasts","broadcasts.noLabelsFoundAcrossContacts","No labels found across contacts.","Tidak ada label di seluruh kontak."
"web","new","web:broadcasts","broadcasts.noPhoneNumber","No phone number","Tidak ada nomor telepon"
"web","new","web:broadcasts","broadcasts.noRecipientsMatchThisFilter","No recipients match this filter.","Tidak ada penerima yang cocok dengan filter ini."
"web","new","web:broadcasts","broadcasts.noValidPhoneNumbersFound","No valid phone numbers found.","Tidak ada nomor telepon valid ditemukan."
